,PLAYER_ID,DateRecovered,DateInjured,TEAM_ID,Team,Player,InjuryNotes,RecoverNotes,InjuryLengthDays,NumberInjuries
83,977,2016-03-22,2016-03-15,1610612747,Lakers,Kobe Bryant,placed on IL with sore right shoulder,activated from IL,7 days,35
84,978,2010-11-13,2010-11-03,1610612766,Hornets,Peja Stojakovic,placed on IL,activated from IL,10 days,12
85,978,2011-02-07,2010-11-28,1610612761,Raptors,Peja Stojakovic,swollen left knee (DNP),activated from IL,71 days,12
86,978,2011-03-20,2011-03-09,1610612742,Mavericks,Peja Stojakovic,placed on IL with stiff neck / back injury (CBC),activated from IL,11 days,12
87,979,2010-11-02,2010-10-29,1610612738,Celtics,Jermaine O'Neal,placed on IL with left knee injury,activated from IL,4 days,38
88,979,2010-12-25,2010-11-11,1610612738,Celtics,Jermaine O'Neal,sore left knee (DNP),activated from IL,44 days,38
89,979,2011-03-31,2011-01-12,1610612738,Celtics,Jermaine O'Neal,sore left knee (DNP),activated from IL,78 days,38
90,979,2011-04-10,2011-04-08,1610612738,Celtics,Jermaine O'Neal,placed on IL for rest,activated from IL,2 days,38
91,979,2012-01-04,2011-04-13,1610612738,Celtics,Jermaine O'Neal,rest (DNP),activated from IL,266 days,38
92,979,2012-02-15,2012-01-26,1610612738,Celtics,Jermaine O'Neal,sore left knee (DNP),activated from IL,20 days,38
93,979,2012-04-20,2012-02-22,1610612738,Celtics,Jermaine O'Neal,placed on IL with left wrist injury,activated from IL,58 days,38
94,979,2012-12-31,2012-12-02,1610612756,Suns,Jermaine O'Neal,strained right quadricep (DNP),activated from IL,29 days,38
95,979,2013-02-05,2013-01-14,1610612756,Suns,Jermaine O'Neal,back spasms (DNP),activated from IL,22 days,38
96,979,2013-11-26,2013-03-22,1610612756,Suns,Jermaine O'Neal,strained left calf (DNP),activated from IL,249 days,38
97,979,2014-02-04,2013-12-11,1610612744,Warriors,Jermaine O'Neal,sprained right wrist (DNP),activated from IL,55 days,38
98,979,2014-02-19,2014-02-10,1610612744,Warriors,Jermaine O'Neal,placed on IL with sore right wrist (P) / back injury (CBC),activated from IL,9 days,38
99,980,2011-03-27,2011-03-12,1610612748,Heat,Zydrunas Ilgauskas,placed on IL with foot infection,activated from IL,15 days,3
100,980,2011-05-22,2011-05-15,1610612748,Heat,Zydrunas Ilgauskas,placed on IL,activated from IL,7 days,3
101,1112,2011-01-22,2011-01-12,1610612765,Pistons,Ben Wallace,placed on IL with left ankle injury,activated from IL,10 days,5
102,1112,2011-04-01,2011-03-23,1610612765,Pistons,Ben Wallace,left knee injury (DTD),activated from IL,9 days,5
103,1112,2011-04-01,2011-03-23,1610612765,Pistons,Ben Wallace,placed on IL with sore left knee,activated from IL,9 days,5
104,1112,2012-04-26,2011-04-06,1610612765,Pistons,Ben Wallace,placed on IL with sore right knee (out for season),activated from IL,386 days,5
105,1495,2011-03-21,2011-03-19,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,2 days,43
106,1495,2011-03-31,2011-03-21,1610612759,Spurs,Tim Duncan,sprained left ankle (out indefinitely),activated from IL,10 days,43
107,1495,2013-02-02,2011-04-12,1610612759,Spurs,Tim Duncan,rest (DNP),activated from IL,662 days,43
108,1495,2013-02-13,2013-02-06,1610612759,Spurs,Tim Duncan,placed on IL with sprained left knee,activated from IL,7 days,43
109,1495,2013-03-14,2013-03-12,1610612759,Spurs,Tim Duncan,placed on IL with sore left knee,activated from IL,2 days,43
110,1495,2013-04-03,2013-04-01,1610612759,Spurs,Tim Duncan,placed on IL with sore left knee / rest,activated from IL,2 days,43
111,1495,2013-11-01,2013-04-15,1610612759,Spurs,Tim Duncan,sore left knee (DNP),activated from IL,200 days,43
112,1495,2013-12-21,2013-11-01,1610612759,Spurs,Tim Duncan,placed on IL with bruised chest,activated from IL,50 days,43
113,1495,2014-03-24,2014-02-06,1610612759,Spurs,Tim Duncan,rest (DNP),activated from IL,46 days,43
114,1495,2014-04-14,2014-04-11,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,3 days,43
115,1495,2014-11-08,2014-04-16,1610612759,Spurs,Tim Duncan,placed on IL,returned to lineup,206 days,43
116,1495,2014-12-03,2014-12-01,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,2 days,43
117,1495,2014-12-12,2014-12-10,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,2 days,43
118,1495,2014-12-17,2014-12-15,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,2 days,43
119,1495,2014-12-22,2014-12-20,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,2 days,43
120,1495,2015-11-28,2015-11-27,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,1 days,43
121,1495,2015-12-09,2015-12-07,1610612759,Spurs,Tim Duncan,placed on IL,activated from IL,2 days,43
122,1495,2015-12-18,2015-12-16,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,2 days,43
123,1495,2016-01-02,2015-12-26,1610612759,Spurs,Tim Duncan,placed on IL with right knee injury,returned to lineup,7 days,43
124,1495,2016-01-22,2016-01-21,1610612759,Spurs,Tim Duncan,placed on IL,activated from IL,1 days,43
125,1495,2016-02-10,2016-01-24,1610612759,Spurs,Tim Duncan,sore right knee (DTD),activated from IL,17 days,43
126,1495,2016-03-07,2016-03-05,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,2 days,43
127,1495,2016-03-10,2016-03-08,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,2 days,43
128,1495,2016-03-30,2016-03-26,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,4 days,43
129,1495,2016-04-12,2016-04-10,1610612759,Spurs,Tim Duncan,placed on IL,activated from IL,2 days,43
130,1495,2016-04-17,2016-04-13,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,4 days,43
131,1497,2010-11-28,2010-11-22,1610612743,Nuggets,Chauncey Billups,placed on IL with broken nose and sprained right wrist,activated from IL,6 days,28
132,1497,2011-02-10,2010-12-14,1610612743,Nuggets,Chauncey Billups,sprained right wrist (DNP),activated from IL,58 days,28
133,1497,2011-03-13,2011-03-02,1610612752,Knicks,Chauncey Billups,placed on IL with bruised left thigh,activated from IL,11 days,28
134,1497,2011-04-24,2011-04-13,1610612752,Knicks,Chauncey Billups,rest (DNP),activated from IL,11 days,28
135,1497,2012-11-28,2011-12-30,1610612746,Clippers,Chauncey Billups,sore right groin (DNP),activated from IL,334 days,28
136,1497,2013-02-08,2012-12-05,1610612746,Clippers,Chauncey Billups,placed on IL with sore left foot,activated from IL,65 days,28
137,1497,2013-03-27,2013-02-11,1610612746,Clippers,Chauncey Billups,sore lower back (DNP),activated from IL,44 days,28
138,1497,2013-04-16,2013-03-29,1610612746,Clippers,Chauncey Billups,placed on IL with strained right groin,activated from IL,18 days,28
139,1497,2013-12-10,2013-11-15,1610612765,Pistons,Chauncey Billups,placed on IL with tendinitis in knee,activated from IL,25 days,28
140,1497,2013-12-13,2013-12-11,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,2 days,28
141,1497,2013-12-18,2013-12-16,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,2 days,28
142,1497,2013-12-23,2013-12-21,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,2 days,28
143,1497,2014-02-01,2014-01-18,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,14 days,28
144,1499,2011-01-17,2011-01-05,1610612755,76ers,Tony Battie,rotator cuff injury (DTD),activated from IL,12 days,4
145,1499,2011-02-23,2011-02-11,1610612755,76ers,Tony Battie,placed on IL with sprained wrist,activated from IL,12 days,4
146,1499,2011-04-01,2011-03-28,1610612755,76ers,Tony Battie,illness (DTD),returned to lineup,4 days,4
147,1503,2011-04-03,2011-02-26,1610612765,Pistons,Tracy McGrady,headache (DNP),activated from IL,36 days,15
148,1503,2012-01-07,2011-04-11,1610612765,Pistons,Tracy McGrady,rest (DNP),activated from IL,271 days,15
149,1503,2013-04-28,2012-01-11,1610612737,Hawks,Tracy McGrady,back spasms (DNP),activated from IL,473 days,15
150,1515,2011-01-07,2011-01-05,1610612739,Cavaliers,Anthony Parker,placed on IL with sore back,activated from IL,2 days,12
151,1515,2011-01-21,2011-01-07,1610612739,Cavaliers,Anthony Parker,strained lower back (DNP),activated from IL,14 days,12
152,1515,2012-01-20,2011-01-22,1610612739,Cavaliers,Anthony Parker,strained lower back (DNP),activated from IL,363 days,12
153,1515,2012-02-28,2012-01-31,1610612739,Cavaliers,Anthony Parker,strained lower back (DNP),activated from IL,28 days,12
154,1515,2012-02-28,2012-01-31,1610612739,Cavaliers,Anthony Parker,placed on IL with strained lower back,activated from IL,28 days,12
155,1515,2012-04-10,2012-04-06,1610612739,Cavaliers,Anthony Parker,sternum injury (DTD),returned to lineup,4 days,12
156,1536,2012-01-22,2012-01-20,1610612749,Bucks,Stephen Jackson,placed on IL for suspension,activated from IL,2 days,24
157,1536,2012-03-17,2012-01-30,1610612749,Bucks,Stephen Jackson,DNP,activated from IL,47 days,24
158,1536,2012-11-10,2012-04-08,1610612759,Spurs,Stephen Jackson,DNP,activated from IL,216 days,24
159,1536,2012-12-17,2012-11-19,1610612759,Spurs,Stephen Jackson,fractured right pinky finger (out indefinitely),activated from IL,28 days,24
160,1536,2013-04-06,2013-01-05,1610612759,Spurs,Stephen Jackson,sprained right ankle (DNP),activated from IL,91 days,24
161,1712,2010-11-09,2010-11-02,1610612739,Cavaliers,Antawn Jamison,placed on IL with sore left knee,activated from IL,7 days,6
162,1713,2010-11-30,2010-11-24,1610612753,Magic,Vince Carter,placed on IL with sprained left knee,activated from IL,6 days,15
163,1713,2010-12-29,2010-12-23,1610612756,Suns,Vince Carter,placed on IL with sore left knee,activated from IL,6 days,15
164,1713,2011-03-06,2011-03-04,1610612756,Suns,Vince Carter,placed on IL with head injury / dizziness,activated from IL,2 days,15
165,1713,2012-01-27,2011-04-11,1610612756,Suns,Vince Carter,bruised left hip / knee injury (DNP),activated from IL,291 days,15
166,1713,2015-03-06,2013-02-04,1610612742,Mavericks,Vince Carter,illness (DNP),activated from IL,760 days,15
167,1713,2016-03-19,2016-03-12,1610612763,Grizzlies,Vince Carter,strained left calf (DTD),returned to lineup,7 days,15
168,1713,2016-12-13,2016-11-29,1610612763,Grizzlies,Vince Carter,sore right hip (DTD),returned to lineup,14 days,15
169,1713,2017-11-22,2017-02-08,1610612763,Grizzlies,Vince Carter,rest (DTD),activated from IL,287 days,15
170,1713,2017-12-26,2017-12-23,1610612758,Kings,Vince Carter,rib injury (DTD),returned to lineup,3 days,15
171,1715,2010-11-24,2010-11-18,1610612753,Magic,Jason Williams,foot injury (DTD),returned to lineup,6 days,7
172,1717,2011-01-15,2010-12-28,1610612742,Mavericks,Dirk Nowitzki,placed on IL with sprained right knee,activated from IL,18 days,36
173,1717,2012-01-29,2012-01-21,1610612742,Mavericks,Dirk Nowitzki,sore right knee (DNP),activated from IL,8 days,36
174,1717,2012-12-23,2012-10-19,1610612742,Mavericks,Dirk Nowitzki,arthroscopic surgery on right knee (out indefinitely),activated from IL,65 days,36
175,1717,2013-12-18,2013-01-31,1610612742,Mavericks,Dirk Nowitzki,strained right adductor (DNP),activated from IL,321 days,36
176,1717,2014-01-24,2014-01-22,1610612742,Mavericks,Dirk Nowitzki,placed on IL for rest,activated from IL,2 days,36
177,1717,2014-12-02,2014-11-29,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,3 days,36
178,1717,2014-12-05,2014-12-03,1610612742,Mavericks,Dirk Nowitzki,sore back (DTD),returned to lineup,2 days,36
179,1717,2015-01-16,2015-01-14,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,2 days,36
180,1717,2015-02-07,2015-02-05,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,2 days,36
181,1717,2016-01-08,2016-01-06,1610612742,Mavericks,Dirk Nowitzki,placed on IL for rest,activated from IL,2 days,36
182,1717,2016-01-22,2016-01-13,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),activated from IL,9 days,36
183,1717,2016-02-01,2016-01-27,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),activated from IL,5 days,36
184,1717,2016-10-30,2016-03-25,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),activated from IL,219 days,36
185,1717,2016-11-02,2016-10-30,1610612742,Mavericks,Dirk Nowitzki,illness (DTD),returned to lineup,3 days,36
186,1717,2016-11-23,2016-11-04,1610612742,Mavericks,Dirk Nowitzki,sore right Achilles (DTD),activated from IL,19 days,36
187,1717,2016-12-23,2016-11-27,1610612742,Mavericks,Dirk Nowitzki,sore/strained right Achilles (DTD),activated from IL,26 days,36
188,1717,2016-12-30,2016-12-29,1610612742,Mavericks,Dirk Nowitzki,placed on IL with illness,activated from IL,1 days,36
189,1717,2017-01-29,2017-01-26,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,3 days,36
190,1717,2017-04-05,2017-04-04,1610612742,Mavericks,Dirk Nowitzki,sore right Achilles (DTD),returned to lineup,1 days,36
191,1717,2018-02-13,2017-04-12,1610612742,Mavericks,Dirk Nowitzki,rest (out for season),activated from IL,307 days,36
192,1717,2018-12-13,2018-04-04,1610612742,Mavericks,Dirk Nowitzki,placed on IL with left ankle injury (out for season),returned to lineup,253 days,36
193,1717,2019-01-11,2019-01-09,1610612742,Mavericks,Dirk Nowitzki,illness (DTD),returned to lineup,2 days,36
194,1718,2011-12-30,2011-04-11,1610612738,Celtics,Paul Pierce,rest (DNP),activated from IL,263 days,31
195,1718,2013-11-18,2012-04-15,1610612738,Celtics,Paul Pierce,toe injury / rest (DNP),activated from IL,582 days,31
196,1718,2014-12-19,2013-11-30,1610612751,Nets,Paul Pierce,bruised right hand (DNP),returned to lineup,384 days,31
197,1718,2015-01-09,2015-01-07,1610612764,Wizards,Paul Pierce,placed on IL for rest,activated from IL,2 days,31
198,1718,2015-01-28,2015-01-27,1610612764,Wizards,Paul Pierce,placed on IL with sore left big toe,returned to lineup,1 days,31
199,1718,2015-02-28,2015-02-25,1610612764,Wizards,Paul Pierce,bruised right knee (DTD),returned to lineup,3 days,31
200,1718,2015-04-08,2015-04-01,1610612764,Wizards,Paul Pierce,placed on IL for rest,activated from IL,7 days,31
201,1718,2015-12-25,2015-04-15,1610612764,Wizards,Paul Pierce,rest (DTD),returned to lineup,254 days,31
202,1718,2016-03-16,2016-01-29,1610612746,Clippers,Paul Pierce,rest (DTD),returned to lineup,47 days,31
203,1718,2016-04-06,2016-03-29,1610612746,Clippers,Paul Pierce,sprained right ankle (DTD),activated from IL,8 days,31
204,1718,2016-04-12,2016-04-10,1610612746,Clippers,Paul Pierce,placed on IL for rest,activated from IL,2 days,31
205,1718,2016-11-04,2016-10-24,1610612746,Clippers,Paul Pierce,sprained ankle (DTD),activated from IL,11 days,31
206,1730,2010-12-08,2010-12-06,1610612749,Bucks,Brian Skinner,placed on IL,activated from IL,2 days,4
207,1730,2010-12-20,2010-12-13,1610612749,Bucks,Brian Skinner,placed on IL,activated from IL,7 days,4
208,1733,2011-01-05,2010-10-09,1610612743,Nuggets,Al Harrington,partially torn plantar fascia in left foot (out indefinitely),activated from IL,88 days,17
209,1733,2011-02-02,2011-01-30,1610612743,Nuggets,Al Harrington,placed on IL with left foot injury,activated from IL,3 days,17
210,1733,2011-03-19,2011-03-18,1610612743,Nuggets,Al Harrington,placed on IL with strained right Achilles tendon,activated from IL,1 days,17
211,1733,2013-02-26,2011-03-19,1610612743,Nuggets,Al Harrington,right Achilles tendon injury (DTD),activated from IL,710 days,17
212,1733,2014-02-22,2013-03-19,1610612753,Magic,Al Harrington,DNP,activated from IL,340 days,17
213,1737,2011-02-27,2011-02-25,1610612760,Thunder,Nazr Mohammed,placed on IL,activated from IL,2 days,4
214,1737,2016-04-12,2016-04-06,1610612760,Thunder,Nazr Mohammed,rest (DTD),activated from IL,6 days,4
215,1737,2016-04-25,2016-04-18,1610612760,Thunder,Nazr Mohammed,placed on IL with strained right calf,activated from IL,7 days,4
216,1740,2011-02-21,2011-02-12,1610612764,Wizards,Rashard Lewis,placed on IL with sore right knee / right knee tendinitis,activated from IL,9 days,20
217,1802,2011-02-05,2011-01-10,1610612745,Rockets,Brad Miller,sore right knee (DNP),activated from IL,26 days,5
218,1802,2012-01-27,2011-12-25,1610612750,Timberwolves,Brad Miller,surgery on left knee (out indefinitely),activated from IL,33 days,5
219,1853,2012-01-29,2011-03-13,1610612752,Knicks,Anthony Carter,illness (DTD),activated from IL,322 days,3
220,1882,2012-02-08,2012-02-04,1610612755,76ers,Elton Brand,placed on IL with sprained right thumb,activated from IL,4 days,15
221,1882,2013-11-27,2012-02-21,1610612755,76ers,Elton Brand,sprained right thumb (DNP),activated from IL,645 days,15
222,1882,2016-02-05,2016-02-03,1610612755,76ers,Elton Brand,placed on IL,activated from IL,2 days,15
223,1882,2016-03-04,2016-02-08,1610612755,76ers,Elton Brand,placed on IL,activated from IL (P),25 days,15
224,1884,2010-11-09,2010-11-01,1610612746,Clippers,Baron Davis,placed on IL with sore left knee,activated from IL,8 days,15
225,1884,2010-12-01,2010-11-10,1610612746,Clippers,Baron Davis,placed on IL with sore left knee,activated from IL,21 days,15
226,1884,2011-03-04,2011-02-23,1610612746,Clippers,Baron Davis,placed on IL with sore left/right (CBC) knee,activated from IL,9 days,15
227,1884,2012-02-19,2011-03-19,1610612739,Cavaliers,Baron Davis,back spasms (DNP),activated from IL,337 days,15
228,1884,2012-03-21,2012-03-17,1610612752,Knicks,Baron Davis,strained right hamstring (DNP),activated from IL,4 days,15
229,1888,2011-02-02,2010-11-02,1610612765,Pistons,Richard Hamilton,sore right foot (DNP),activated from IL,92 days,33
