,PLAYER_ID,DateRecovered,DateInjured,TEAM_ID,Team,Player,InjuryNotes,RecoverNotes,NumberInjuries,InjuryLengthDays
28,708,2014-04-09,2014-04-08,1610612751,Nets,Kevin Garnett,placed on IL with back injury,activated from IL,52.0,1
29,708,2014-11-26,2014-04-16,1610612751,Nets,Kevin Garnett,rest (DNP),activated from IL,52.0,224
30,708,2014-12-05,2014-12-03,1610612751,Nets,Kevin Garnett,placed on IL,activated from IL,52.0,2
31,708,2014-12-16,2014-12-13,1610612751,Nets,Kevin Garnett,rest (DTD),returned to lineup,52.0,3
32,708,2015-01-02,2014-12-30,1610612751,Nets,Kevin Garnett,placed on IL,activated from IL,52.0,3
33,708,2015-01-07,2015-01-05,1610612751,Nets,Kevin Garnett,rest (DTD),returned to lineup,52.0,2
34,708,2015-01-10,2015-01-09,1610612751,Nets,Kevin Garnett,rest (DTD),returned to lineup,52.0,1
35,708,2015-01-24,2015-01-22,1610612751,Nets,Kevin Garnett,rest (DTD),returned to lineup,52.0,2
36,708,2015-02-09,2015-02-07,1610612751,Nets,Kevin Garnett,rest (DTD),returned to lineup,52.0,2
37,708,2015-02-25,2015-02-20,1610612750,Timberwolves,Kevin Garnett,placed on IL,activated from IL,52.0,5
38,708,2015-11-12,2015-03-13,1610612750,Timberwolves,Kevin Garnett,sore left knee (out for season),activated from IL,52.0,244
39,708,2015-11-20,2015-11-18,1610612750,Timberwolves,Kevin Garnett,placed on IL,activated from IL,52.0,2
40,708,2016-01-02,2015-12-21,1610612750,Timberwolves,Kevin Garnett,rest (DTD),activated from IL,52.0,12
41,708,2016-01-15,2016-01-13,1610612750,Timberwolves,Kevin Garnett,placed on IL,activated from IL,52.0,2
42,708,2016-01-23,2016-01-20,1610612750,Timberwolves,Kevin Garnett,placed on IL for rest,activated from IL,52.0,3
43,711,2010-10-27,2010-10-26,1610612748,Heat,Jerry Stackhouse,placed on IL,activated from IL,11.0,1
44,711,2012-11-05,2012-05-06,1610612737,Hawks,Jerry Stackhouse,placed on IL (out for season),activated from IL,11.0,183
45,711,2012-11-23,2012-11-21,1610612751,Nets,Jerry Stackhouse,placed on IL for rest,activated from IL,11.0,2
46,711,2012-12-23,2012-12-12,1610612751,Nets,Jerry Stackhouse,placed on IL with sore right knee,activated from IL,11.0,11
47,711,2013-01-04,2013-01-02,1610612751,Nets,Jerry Stackhouse,placed on IL with hamstring injury,activated from IL,11.0,2
48,711,2013-04-17,2013-02-05,1610612751,Nets,Jerry Stackhouse,stiff neck (DNP),activated from IL,11.0,71
49,739,2013-04-15,2012-11-23,1610612752,Knicks,Rasheed Wallace,sore left foot (DNP),activated from IL,20.0,143
50,948,2012-03-18,2012-03-17,1610612745,Rockets,Marcus Camby,placed on IL,activated from IL,23.0,1
51,948,2012-11-09,2012-04-16,1610612745,Rockets,Marcus Camby,sore lower back (DNP),returned to lineup,23.0,207
52,948,2013-03-03,2012-12-02,1610612752,Knicks,Marcus Camby,sore left foot (DTD),activated from IL,23.0,91
53,948,2013-05-01,2013-04-05,1610612752,Knicks,Marcus Camby,plantar fasciitis in left foot (DNP),activated from IL,23.0,26
54,951,2012-01-06,2011-04-11,1610612738,Celtics,Ray Allen,rest (DNP),activated from IL,21.0,270
55,951,2012-03-04,2012-01-23,1610612738,Celtics,Ray Allen,sprained left ankle (DNP),activated from IL,21.0,41
56,951,2012-03-25,2012-03-23,1610612738,Celtics,Ray Allen,placed on IL with sore left (P) / right (CBC) ankle,activated from IL,21.0,2
57,951,2012-05-04,2012-03-25,1610612738,Celtics,Ray Allen,sore right ankle (DNP),activated from IL,21.0,40
58,951,2012-12-28,2012-06-14,1610612738,Celtics,Ray Allen,arthroscopic surgery on right ankle to remove bone spurs (out indefinitely),activated from IL,21.0,197
59,951,2013-11-19,2013-02-08,1610612748,Heat,Ray Allen,illness/flu (DNP),activated from IL,21.0,284
60,951,2014-04-02,2013-12-27,1610612748,Heat,Ray Allen,right knee tendinitis (DNP),activated from IL,21.0,96
61,956,2011-05-31,2011-04-10,1610612748,Heat,Erick Dampier,placed on IL with knee injury / rest,activated from IL,2.0,51
62,956,2012-04-26,2012-04-18,1610612737,Hawks,Erick Dampier,calf injury (DTD),returned to lineup,2.0,8
63,959,2012-12-22,2010-11-20,1610612756,Suns,Steve Nash,strained groin (DNP),activated from IL,47.0,763
64,959,2014-02-04,2013-04-02,1610612747,Lakers,Steve Nash,strained right hamstring (DNP),activated from IL,47.0,308
65,959,2014-03-21,2014-02-05,1610612747,Lakers,Steve Nash,rest (DNP),activated from IL,47.0,44
66,959,2015-04-01,2014-03-23,1610612747,Lakers,Steve Nash,nerve root irritation (DNP),returned to lineup,47.0,374
67,965,2013-04-17,2012-03-17,1610612745,Rockets,Derek Fisher,placed on IL,activated from IL,3.0,396
68,977,2013-12-08,2012-04-07,1610612747,Lakers,Kobe Bryant,bruised left shin (DNP),activated from IL,35.0,610
69,977,2014-12-28,2013-12-19,1610612747,Lakers,Kobe Bryant,fractured left tibia (out for season),returned to lineup,35.0,374
70,977,2015-01-07,2015-01-05,1610612747,Lakers,Kobe Bryant,rest (DTD),returned to lineup,35.0,2
71,977,2015-01-13,2015-01-09,1610612747,Lakers,Kobe Bryant,rest (DTD),returned to lineup,35.0,4
72,977,2015-01-21,2015-01-16,1610612747,Lakers,Kobe Bryant,rest (DTD),returned to lineup,35.0,5
73,977,2015-11-13,2015-01-22,1610612747,Lakers,Kobe Bryant,torn rotator cuff in right shoulder (out for season),activated from IL,35.0,295
74,977,2015-11-20,2015-11-16,1610612747,Lakers,Kobe Bryant,placed on IL for rest / back injury,activated from IL,35.0,4
75,977,2015-12-22,2015-12-19,1610612747,Lakers,Kobe Bryant,sore right shoulder (DTD),returned to lineup,35.0,3
76,977,2016-01-07,2016-01-01,1610612747,Lakers,Kobe Bryant,placed on IL with sore right shoulder,activated from IL,35.0,6
77,977,2016-01-12,2016-01-10,1610612747,Lakers,Kobe Bryant,strained right Achilles (DTD),returned to lineup,35.0,2
78,977,2016-01-28,2016-01-26,1610612747,Lakers,Kobe Bryant,placed on IL with sore shoulder,activated from IL,35.0,2
79,977,2016-01-31,2016-01-29,1610612747,Lakers,Kobe Bryant,placed on IL,activated from IL,35.0,2
80,977,2016-03-02,2016-02-26,1610612747,Lakers,Kobe Bryant,placed on IL with sore right shoulder,activated from IL,35.0,5
81,977,2016-03-06,2016-03-04,1610612747,Lakers,Kobe Bryant,placed on IL with sore right shoulder,activated from IL,35.0,2
82,977,2016-03-10,2016-03-08,1610612747,Lakers,Kobe Bryant,sore right shoulder (DTD),returned to lineup,35.0,2
83,977,2016-03-22,2016-03-15,1610612747,Lakers,Kobe Bryant,placed on IL with sore right shoulder,activated from IL,35.0,7
84,978,2010-11-13,2010-11-03,1610612766,Hornets,Peja Stojakovic,placed on IL,activated from IL,12.0,10
85,978,2011-02-07,2010-11-28,1610612761,Raptors,Peja Stojakovic,swollen left knee (DNP),activated from IL,12.0,71
86,978,2011-03-20,2011-03-09,1610612742,Mavericks,Peja Stojakovic,placed on IL with stiff neck / back injury (CBC),activated from IL,12.0,11
87,979,2010-11-02,2010-10-29,1610612738,Celtics,Jermaine O'Neal,placed on IL with left knee injury,activated from IL,38.0,4
88,979,2010-12-25,2010-11-11,1610612738,Celtics,Jermaine O'Neal,sore left knee (DNP),activated from IL,38.0,44
89,979,2011-03-31,2011-01-12,1610612738,Celtics,Jermaine O'Neal,sore left knee (DNP),activated from IL,38.0,78
90,979,2011-04-10,2011-04-08,1610612738,Celtics,Jermaine O'Neal,placed on IL for rest,activated from IL,38.0,2
91,979,2012-01-04,2011-04-13,1610612738,Celtics,Jermaine O'Neal,rest (DNP),activated from IL,38.0,266
92,979,2012-02-15,2012-01-26,1610612738,Celtics,Jermaine O'Neal,sore left knee (DNP),activated from IL,38.0,20
93,979,2012-04-20,2012-02-22,1610612738,Celtics,Jermaine O'Neal,placed on IL with left wrist injury,activated from IL,38.0,58
94,979,2012-12-31,2012-12-02,1610612756,Suns,Jermaine O'Neal,strained right quadricep (DNP),activated from IL,38.0,29
95,979,2013-02-05,2013-01-14,1610612756,Suns,Jermaine O'Neal,back spasms (DNP),activated from IL,38.0,22
96,979,2013-11-26,2013-03-22,1610612756,Suns,Jermaine O'Neal,strained left calf (DNP),activated from IL,38.0,249
97,979,2014-02-04,2013-12-11,1610612744,Warriors,Jermaine O'Neal,sprained right wrist (DNP),activated from IL,38.0,55
98,979,2014-02-19,2014-02-10,1610612744,Warriors,Jermaine O'Neal,placed on IL with sore right wrist (P) / back injury (CBC),activated from IL,38.0,9
99,980,2011-03-27,2011-03-12,1610612748,Heat,Zydrunas Ilgauskas,placed on IL with foot infection,activated from IL,3.0,15
100,980,2011-05-22,2011-05-15,1610612748,Heat,Zydrunas Ilgauskas,placed on IL,activated from IL,3.0,7
101,1112,2011-01-22,2011-01-12,1610612765,Pistons,Ben Wallace,placed on IL with left ankle injury,activated from IL,5.0,10
102,1112,2011-04-01,2011-03-23,1610612765,Pistons,Ben Wallace,left knee injury (DTD),activated from IL,5.0,9
103,1112,2011-04-01,2011-03-23,1610612765,Pistons,Ben Wallace,placed on IL with sore left knee,activated from IL,5.0,9
104,1112,2012-04-26,2011-04-06,1610612765,Pistons,Ben Wallace,placed on IL with sore right knee (out for season),activated from IL,5.0,386
105,1495,2011-03-21,2011-03-19,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,2
106,1495,2011-03-31,2011-03-21,1610612759,Spurs,Tim Duncan,sprained left ankle (out indefinitely),activated from IL,43.0,10
107,1495,2013-02-02,2011-04-12,1610612759,Spurs,Tim Duncan,rest (DNP),activated from IL,43.0,662
108,1495,2013-02-13,2013-02-06,1610612759,Spurs,Tim Duncan,placed on IL with sprained left knee,activated from IL,43.0,7
109,1495,2013-03-14,2013-03-12,1610612759,Spurs,Tim Duncan,placed on IL with sore left knee,activated from IL,43.0,2
110,1495,2013-04-03,2013-04-01,1610612759,Spurs,Tim Duncan,placed on IL with sore left knee / rest,activated from IL,43.0,2
111,1495,2013-11-01,2013-04-15,1610612759,Spurs,Tim Duncan,sore left knee (DNP),activated from IL,43.0,200
112,1495,2013-12-21,2013-11-01,1610612759,Spurs,Tim Duncan,placed on IL with bruised chest,activated from IL,43.0,50
113,1495,2014-03-24,2014-02-06,1610612759,Spurs,Tim Duncan,rest (DNP),activated from IL,43.0,46
114,1495,2014-04-14,2014-04-11,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,3
115,1495,2014-11-08,2014-04-16,1610612759,Spurs,Tim Duncan,placed on IL,returned to lineup,43.0,206
116,1495,2014-12-03,2014-12-01,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,43.0,2
117,1495,2014-12-12,2014-12-10,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,43.0,2
118,1495,2014-12-17,2014-12-15,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,43.0,2
119,1495,2014-12-22,2014-12-20,1610612759,Spurs,Tim Duncan,rest (DTD),returned to lineup,43.0,2
120,1495,2015-11-28,2015-11-27,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,1
121,1495,2015-12-09,2015-12-07,1610612759,Spurs,Tim Duncan,placed on IL,activated from IL,43.0,2
122,1495,2015-12-18,2015-12-16,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,2
123,1495,2016-01-02,2015-12-26,1610612759,Spurs,Tim Duncan,placed on IL with right knee injury,returned to lineup,43.0,7
124,1495,2016-01-22,2016-01-21,1610612759,Spurs,Tim Duncan,placed on IL,activated from IL,43.0,1
125,1495,2016-02-10,2016-01-24,1610612759,Spurs,Tim Duncan,sore right knee (DTD),activated from IL,43.0,17
126,1495,2016-03-07,2016-03-05,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,2
127,1495,2016-03-10,2016-03-08,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,2
128,1495,2016-03-30,2016-03-26,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,4
129,1495,2016-04-12,2016-04-10,1610612759,Spurs,Tim Duncan,placed on IL,activated from IL,43.0,2
130,1495,2016-04-17,2016-04-13,1610612759,Spurs,Tim Duncan,placed on IL for rest,activated from IL,43.0,4
131,1497,2010-11-28,2010-11-22,1610612743,Nuggets,Chauncey Billups,placed on IL with broken nose and sprained right wrist,activated from IL,28.0,6
132,1497,2011-02-10,2010-12-14,1610612743,Nuggets,Chauncey Billups,sprained right wrist (DNP),activated from IL,28.0,58
133,1497,2011-03-13,2011-03-02,1610612752,Knicks,Chauncey Billups,placed on IL with bruised left thigh,activated from IL,28.0,11
134,1497,2011-04-24,2011-04-13,1610612752,Knicks,Chauncey Billups,rest (DNP),activated from IL,28.0,11
135,1497,2012-11-28,2011-12-30,1610612746,Clippers,Chauncey Billups,sore right groin (DNP),activated from IL,28.0,334
136,1497,2013-02-08,2012-12-05,1610612746,Clippers,Chauncey Billups,placed on IL with sore left foot,activated from IL,28.0,65
137,1497,2013-03-27,2013-02-11,1610612746,Clippers,Chauncey Billups,sore lower back (DNP),activated from IL,28.0,44
138,1497,2013-04-16,2013-03-29,1610612746,Clippers,Chauncey Billups,placed on IL with strained right groin,activated from IL,28.0,18
139,1497,2013-12-10,2013-11-15,1610612765,Pistons,Chauncey Billups,placed on IL with tendinitis in knee,activated from IL,28.0,25
140,1497,2013-12-13,2013-12-11,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,28.0,2
141,1497,2013-12-18,2013-12-16,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,28.0,2
142,1497,2013-12-23,2013-12-21,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,28.0,2
143,1497,2014-02-01,2014-01-18,1610612765,Pistons,Chauncey Billups,placed on IL,activated from IL,28.0,14
144,1499,2011-01-17,2011-01-05,1610612755,76ers,Tony Battie,rotator cuff injury (DTD),activated from IL,4.0,12
145,1499,2011-02-23,2011-02-11,1610612755,76ers,Tony Battie,placed on IL with sprained wrist,activated from IL,4.0,12
146,1499,2011-04-01,2011-03-28,1610612755,76ers,Tony Battie,illness (DTD),returned to lineup,4.0,4
147,1503,2011-04-03,2011-02-26,1610612765,Pistons,Tracy McGrady,headache (DNP),activated from IL,15.0,36
148,1503,2012-01-07,2011-04-11,1610612765,Pistons,Tracy McGrady,rest (DNP),activated from IL,15.0,271
149,1503,2013-04-28,2012-01-11,1610612737,Hawks,Tracy McGrady,back spasms (DNP),activated from IL,15.0,473
150,1515,2011-01-07,2011-01-05,1610612739,Cavaliers,Anthony Parker,placed on IL with sore back,activated from IL,12.0,2
151,1515,2011-01-21,2011-01-07,1610612739,Cavaliers,Anthony Parker,strained lower back (DNP),activated from IL,12.0,14
152,1515,2012-01-20,2011-01-22,1610612739,Cavaliers,Anthony Parker,strained lower back (DNP),activated from IL,12.0,363
153,1515,2012-02-28,2012-01-31,1610612739,Cavaliers,Anthony Parker,strained lower back (DNP),activated from IL,12.0,28
154,1515,2012-02-28,2012-01-31,1610612739,Cavaliers,Anthony Parker,placed on IL with strained lower back,activated from IL,12.0,28
155,1515,2012-04-10,2012-04-06,1610612739,Cavaliers,Anthony Parker,sternum injury (DTD),returned to lineup,12.0,4
156,1536,2012-01-22,2012-01-20,1610612749,Bucks,Stephen Jackson,placed on IL for suspension,activated from IL,24.0,2
157,1536,2012-03-17,2012-01-30,1610612749,Bucks,Stephen Jackson,DNP,activated from IL,24.0,47
158,1536,2012-11-10,2012-04-08,1610612759,Spurs,Stephen Jackson,DNP,activated from IL,24.0,216
159,1536,2012-12-17,2012-11-19,1610612759,Spurs,Stephen Jackson,fractured right pinky finger (out indefinitely),activated from IL,24.0,28
160,1536,2013-04-06,2013-01-05,1610612759,Spurs,Stephen Jackson,sprained right ankle (DNP),activated from IL,24.0,91
161,1712,2010-11-09,2010-11-02,1610612739,Cavaliers,Antawn Jamison,placed on IL with sore left knee,activated from IL,6.0,7
162,1713,2010-11-30,2010-11-24,1610612753,Magic,Vince Carter,placed on IL with sprained left knee,activated from IL,15.0,6
163,1713,2010-12-29,2010-12-23,1610612756,Suns,Vince Carter,placed on IL with sore left knee,activated from IL,15.0,6
164,1713,2011-03-06,2011-03-04,1610612756,Suns,Vince Carter,placed on IL with head injury / dizziness,activated from IL,15.0,2
165,1713,2012-01-27,2011-04-11,1610612756,Suns,Vince Carter,bruised left hip / knee injury (DNP),activated from IL,15.0,291
166,1713,2015-03-06,2013-02-04,1610612742,Mavericks,Vince Carter,illness (DNP),activated from IL,15.0,760
167,1713,2016-03-19,2016-03-12,1610612763,Grizzlies,Vince Carter,strained left calf (DTD),returned to lineup,15.0,7
168,1713,2016-12-13,2016-11-29,1610612763,Grizzlies,Vince Carter,sore right hip (DTD),returned to lineup,15.0,14
169,1713,2017-11-22,2017-02-08,1610612763,Grizzlies,Vince Carter,rest (DTD),activated from IL,15.0,287
170,1713,2017-12-26,2017-12-23,1610612758,Kings,Vince Carter,rib injury (DTD),returned to lineup,15.0,3
171,1715,2010-11-24,2010-11-18,1610612753,Magic,Jason Williams,foot injury (DTD),returned to lineup,7.0,6
172,1717,2011-01-15,2010-12-28,1610612742,Mavericks,Dirk Nowitzki,placed on IL with sprained right knee,activated from IL,36.0,18
173,1717,2012-01-29,2012-01-21,1610612742,Mavericks,Dirk Nowitzki,sore right knee (DNP),activated from IL,36.0,8
174,1717,2012-12-23,2012-10-19,1610612742,Mavericks,Dirk Nowitzki,arthroscopic surgery on right knee (out indefinitely),activated from IL,36.0,65
175,1717,2013-12-18,2013-01-31,1610612742,Mavericks,Dirk Nowitzki,strained right adductor (DNP),activated from IL,36.0,321
176,1717,2014-01-24,2014-01-22,1610612742,Mavericks,Dirk Nowitzki,placed on IL for rest,activated from IL,36.0,2
177,1717,2014-12-02,2014-11-29,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,36.0,3
178,1717,2014-12-05,2014-12-03,1610612742,Mavericks,Dirk Nowitzki,sore back (DTD),returned to lineup,36.0,2
179,1717,2015-01-16,2015-01-14,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,36.0,2
180,1717,2015-02-07,2015-02-05,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,36.0,2
181,1717,2016-01-08,2016-01-06,1610612742,Mavericks,Dirk Nowitzki,placed on IL for rest,activated from IL,36.0,2
182,1717,2016-01-22,2016-01-13,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),activated from IL,36.0,9
183,1717,2016-02-01,2016-01-27,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),activated from IL,36.0,5
184,1717,2016-10-30,2016-03-25,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),activated from IL,36.0,219
185,1717,2016-11-02,2016-10-30,1610612742,Mavericks,Dirk Nowitzki,illness (DTD),returned to lineup,36.0,3
186,1717,2016-11-23,2016-11-04,1610612742,Mavericks,Dirk Nowitzki,sore right Achilles (DTD),activated from IL,36.0,19
187,1717,2016-12-23,2016-11-27,1610612742,Mavericks,Dirk Nowitzki,sore/strained right Achilles (DTD),activated from IL,36.0,26
188,1717,2016-12-30,2016-12-29,1610612742,Mavericks,Dirk Nowitzki,placed on IL with illness,activated from IL,36.0,1
189,1717,2017-01-29,2017-01-26,1610612742,Mavericks,Dirk Nowitzki,rest (DTD),returned to lineup,36.0,3
190,1717,2017-04-05,2017-04-04,1610612742,Mavericks,Dirk Nowitzki,sore right Achilles (DTD),returned to lineup,36.0,1
191,1717,2018-02-13,2017-04-12,1610612742,Mavericks,Dirk Nowitzki,rest (out for season),activated from IL,36.0,307
192,1717,2018-12-13,2018-04-04,1610612742,Mavericks,Dirk Nowitzki,placed on IL with left ankle injury (out for season),returned to lineup,36.0,253
193,1717,2019-01-11,2019-01-09,1610612742,Mavericks,Dirk Nowitzki,illness (DTD),returned to lineup,36.0,2
194,1718,2011-12-30,2011-04-11,1610612738,Celtics,Paul Pierce,rest (DNP),activated from IL,31.0,263
195,1718,2013-11-18,2012-04-15,1610612738,Celtics,Paul Pierce,toe injury / rest (DNP),activated from IL,31.0,582
196,1718,2014-12-19,2013-11-30,1610612751,Nets,Paul Pierce,bruised right hand (DNP),returned to lineup,31.0,384
197,1718,2015-01-09,2015-01-07,1610612764,Wizards,Paul Pierce,placed on IL for rest,activated from IL,31.0,2
198,1718,2015-01-28,2015-01-27,1610612764,Wizards,Paul Pierce,placed on IL with sore left big toe,returned to lineup,31.0,1
199,1718,2015-02-28,2015-02-25,1610612764,Wizards,Paul Pierce,bruised right knee (DTD),returned to lineup,31.0,3
200,1718,2015-04-08,2015-04-01,1610612764,Wizards,Paul Pierce,placed on IL for rest,activated from IL,31.0,7
201,1718,2015-12-25,2015-04-15,1610612764,Wizards,Paul Pierce,rest (DTD),returned to lineup,31.0,254
202,1718,2016-03-16,2016-01-29,1610612746,Clippers,Paul Pierce,rest (DTD),returned to lineup,31.0,47
203,1718,2016-04-06,2016-03-29,1610612746,Clippers,Paul Pierce,sprained right ankle (DTD),activated from IL,31.0,8
204,1718,2016-04-12,2016-04-10,1610612746,Clippers,Paul Pierce,placed on IL for rest,activated from IL,31.0,2
205,1718,2016-11-04,2016-10-24,1610612746,Clippers,Paul Pierce,sprained ankle (DTD),activated from IL,31.0,11
206,1730,2010-12-08,2010-12-06,1610612749,Bucks,Brian Skinner,placed on IL,activated from IL,4.0,2
207,1730,2010-12-20,2010-12-13,1610612749,Bucks,Brian Skinner,placed on IL,activated from IL,4.0,7
208,1733,2011-01-05,2010-10-09,1610612743,Nuggets,Al Harrington,partially torn plantar fascia in left foot (out indefinitely),activated from IL,17.0,88
209,1733,2011-02-02,2011-01-30,1610612743,Nuggets,Al Harrington,placed on IL with left foot injury,activated from IL,17.0,3
210,1733,2011-03-19,2011-03-18,1610612743,Nuggets,Al Harrington,placed on IL with strained right Achilles tendon,activated from IL,17.0,1
211,1733,2013-02-26,2011-03-19,1610612743,Nuggets,Al Harrington,right Achilles tendon injury (DTD),activated from IL,17.0,710
212,1733,2014-02-22,2013-03-19,1610612753,Magic,Al Harrington,DNP,activated from IL,17.0,340
213,1737,2011-02-27,2011-02-25,1610612760,Thunder,Nazr Mohammed,placed on IL,activated from IL,4.0,2
214,1737,2016-04-12,2016-04-06,1610612760,Thunder,Nazr Mohammed,rest (DTD),activated from IL,4.0,6
215,1737,2016-04-25,2016-04-18,1610612760,Thunder,Nazr Mohammed,placed on IL with strained right calf,activated from IL,4.0,7
216,1740,2011-02-21,2011-02-12,1610612764,Wizards,Rashard Lewis,placed on IL with sore right knee / right knee tendinitis,activated from IL,20.0,9
217,1802,2011-02-05,2011-01-10,1610612745,Rockets,Brad Miller,sore right knee (DNP),activated from IL,5.0,26
218,1802,2012-01-27,2011-12-25,1610612750,Timberwolves,Brad Miller,surgery on left knee (out indefinitely),activated from IL,5.0,33
219,1853,2012-01-29,2011-03-13,1610612752,Knicks,Anthony Carter,illness (DTD),activated from IL,3.0,322
220,1882,2012-02-08,2012-02-04,1610612755,76ers,Elton Brand,placed on IL with sprained right thumb,activated from IL,15.0,4
221,1882,2013-11-27,2012-02-21,1610612755,76ers,Elton Brand,sprained right thumb (DNP),activated from IL,15.0,645
222,1882,2016-02-05,2016-02-03,1610612755,76ers,Elton Brand,placed on IL,activated from IL,15.0,2
223,1882,2016-03-04,2016-02-08,1610612755,76ers,Elton Brand,placed on IL,activated from IL (P),15.0,25
224,1884,2010-11-09,2010-11-01,1610612746,Clippers,Baron Davis,placed on IL with sore left knee,activated from IL,15.0,8
225,1884,2010-12-01,2010-11-10,1610612746,Clippers,Baron Davis,placed on IL with sore left knee,activated from IL,15.0,21
226,1884,2011-03-04,2011-02-23,1610612746,Clippers,Baron Davis,placed on IL with sore left/right (CBC) knee,activated from IL,15.0,9
227,1884,2012-02-19,2011-03-19,1610612739,Cavaliers,Baron Davis,back spasms (DNP),activated from IL,15.0,337
228,1884,2012-03-21,2012-03-17,1610612752,Knicks,Baron Davis,strained right hamstring (DNP),activated from IL,15.0,4
229,1888,2011-02-02,2010-11-02,1610612765,Pistons,Richard Hamilton,sore right foot (DNP),activated from IL,33.0,92
